,quote,probability,logprobs
110,"When's the last time you've sat and discussed how to become rich?

If you don’t think about it. 

And you don’t speak about it. 

How is it ever going to happen?

Speak it into existence,

https://t.co/Q7eVI0PiaT",-218.85252360610002,"[None, -8.736971, -5.370095, -1.8186791, -10.781066, -0.37858453, -0.0013441055, -3.3538952, -5.9823847, -9.377125, -0.44193137, -0.9889971, -0.016913274, -0.37566903, -3.2127285, -6.8554263, -3.4997327, -5.3466396, -4.4969497, -1.0901209, -4.0500298, -4.8507323, -1.2411759, -1.3420892, -0.04381533, -4.098503, -0.48991263, -2.7892551, -4.2392364, -0.002731615, -0.00067866227, -3.7106583, -0.98879284, -1.4507904, -5.7135315, -7.0237894, -1.8377824, -1.8939083, -5.511444, -2.1872537, -1.203017, -0.48750323, -0.0007647328, -0.00033439047, -6.6854033, -0.19375718, -0.025212873, -0.17884147, -0.40979788, -0.0068569332, -0.025602933, -3.0391893, -4.081668, -0.34158424, -1.9895377, -0.08739322, -0.0031106765, -0.21062177, -0.15928711, -0.6780953, -0.26172996, -6.871326, -0.171753, -3.321685, -0.64586914, -0.17962839, -2.5494187, -4.4411683, -0.26458177, -8.968785, -0.0024078437, -4.1901426, -0.31043246, -0.08293708, -0.00080893666, -4.1663675, -4.178415, -4.366146, -8.54269, -3.7173321, -4.3872814, -7.889067, -3.9436073]"
111,Hello my children.,-51.9791839742,"[None, -8.7374735, -5.370824, -1.8186961, -10.783966, -0.37999266, -0.0013500142, -3.3521893, -11.038947, -4.1144605, -4.8064017, -1.5748832]"
112,"This is how you eat outside the Matrix.

Break free. https://t.co/DAV39WfJMX",-139.84344413652,"[None, -8.737396, -5.368505, -1.818375, -10.784412, -0.37959728, -0.001348044, -3.3502934, -6.7539153, -1.273374, -3.6770797, -1.8069109, -5.3720365, -9.957931, -2.164101, -11.54656, -0.8158869, -1.0379835, -0.011476401, -7.8371596, -3.2390866, -3.027683, -8.456928, -0.006536386, -0.52662694, -0.0017769762, -0.0008862496, -0.00047445972, -8.877518, -3.92116, -8.426471, -4.221089, -4.130757, -4.191058, -8.121051]"
113,"You’re welcome baby.

You’re not a nobody, and you have beautiful eyes. 

Would love to do a podcast. Waiting for you in Dubai ❤️ https://t.co/xrmnPuupfK",-207.88913937109007,"[None, -8.736667, -5.371607, -1.8202555, -10.781129, -0.3789109, -0.0013466117, -3.3500834, -5.5171084, -3.9819055, -0.003285701, -0.65361947, -5.1959915, -10.198162, -1.0872791, -0.97361076, -0.0042076614, -3.502086, -0.74723923, -0.00051327853, -0.05816829, -4.2871017, -2.457288, -7.5884094, -1.2991741, -3.6810012, -0.8795343, -3.6348155, -7.2656755, -0.99233633, -0.32850683, -6.6673026, -6.030396, -0.4002605, -7.2249866, -5.0133276, -0.09680566, -5.079626, -2.5364447, -5.610767, -3.4312754, -8.2788925, -0.3740148, -1.7585607, -3.1202953, -6.047947, -7.815865, -0.017106188, -0.093542844, -2.3274686, -0.00046897327, -0.007467526, -0.00037803582, -0.00030189528, -0.00019678609, -4.21994, -4.3240733, -7.8352156, -4.390237, -4.0609064, -8.072086, -4.462552, -3.8134117]"
114,"Hanging with your boys

Watch the full EM episode here:
https://t.co/nc4IRs93iX https://t.co/HnqbxqcUUO",-205.48967326599995,"[None, -8.736862, -5.3706975, -1.8176036, -10.783523, -0.37897202, -0.0013516861, -3.3481774, -8.340309, -5.015061, -5.572057, -2.922481, -4.502804, -5.868392, -0.016542463, -6.764071, -3.5065053, -4.858961, -14.123896, -7.348124, -1.3021963, -0.7439599, -1.2534119, -11.4735365, -0.0010396382, -5.8977222, -0.4531825, -0.15801509, -0.0012027832, -8.381269, -4.114488, -8.341062, -4.439167, -7.8648543, -4.560313, -3.5502985, -2.5254831, -0.00142003, -0.0121382745, -0.0004627707, -0.0023522794, -0.0002519309, -4.5487185, -4.0992465, -3.9486454, -4.2633634, -3.978442, -4.0360723, -4.436077, -8.178022, -3.6468682]"
115,"I will buy some more bitcoin today.

Im diamond hands along with you brother.",-102.032235545,"[None, -8.736711, -5.371924, -1.8163619, -10.783155, -0.3785232, -0.001345061, -3.350567, -4.631719, -3.4196937, -5.5632653, -3.199238, -3.7964308, -7.678982, -3.6120877, -0.9504569, -1.1637335, -0.055451114, -8.281744, -12.239731, -0.9409928, -9.23324, -0.20276907, -1.8627264, -3.8987134, -0.8626737]"
116,"Anyone who’s not been “cancelled” is an agent of the matrix and a rat. 

Remember that when you watch their videos.",-144.5649540781,"[None, -8.736971, -5.370095, -1.8186791, -10.781066, -0.37858453, -0.0013441055, -3.3538952, -9.304626, -0.36464486, -5.9712343, -0.0034638029, -0.022389363, -2.2341037, -6.0898213, -5.8558264, -0.21715042, -4.3854256, -2.9649706, -0.90105975, -0.05523069, -0.0042221467, -1.6347591, -4.099197, -5.012502, -0.23239231, -0.9227968, -8.922439, -3.0830965, -2.7110012, -8.381974, -1.192166, -7.4424973, -1.5135882, -2.2849796, -7.222438, -2.0936022, -4.4454465, -1.0066698, -5.9998245, -5.020734, -1.0304049, -1.4976413]"
117,"Your life path was unique. 

But you are not unique.

You have ignored the unique and beautiful lessons god has given you via trauma.

You refused to analyse, absorb and WORK post lessons. 

So despite your unique life experience, you’re still very average.

You’re a loser.",-266.82850526830003,"[None, -8.736971, -5.370095, -1.8186791, -10.781066, -0.37858453, -0.0013441055, -3.3538952, -8.051271, -3.590639, -6.576753, -4.459403, -7.1095843, -1.5265315, -6.5189433, -0.9213092, -2.6276617, -4.963749, -3.1654646, -2.2117682, -1.3384907, -2.6166947, -0.7644683, -1.9488168, -0.37482476, -2.0727644, -2.5285046, -8.958806, -0.99601376, -5.3499107, -4.333997, -3.9794645, -5.9641595, -9.300082, -0.83451164, -1.5180724, -0.29294154, -8.336882, -8.079348, -0.7353225, -0.62042475, -0.090861455, -1.4232589, -7.2728868, -0.11604995, -9.232066, -3.6035826, -6.0864515, -0.6216402, -12.515878, -12.574253, -8.245622, -0.9616474, -1.6849151, -0.024164686, -0.030395163, -3.7786267, -7.303446, -1.5697757, -2.4622402, -1.3653393, -4.4029064, -0.4305613, -0.49638504, -4.6478477, -0.0015155377, -0.5464086, -1.9980788, -5.177072, -2.6562436, -0.35717946, -0.7057597, -0.11681115, -1.4072801, -1.2249577, -0.0006152611, -0.26665735, -2.7135484, -4.9069233, -0.70043993]"
118,"The rules are designed to prevent you from freedom. 

They’re so concisely derived that even if you break them - you stand near zero chance. 

You must CHANGE THE GAME that you’re playing entirely.",-203.32085952629998,"[None, -8.736298, -5.370541, -1.818508, -10.783439, -0.37841615, -0.0013474489, -3.3540864, -4.162909, -7.563646, -1.4308829, -5.830004, -0.31392747, -2.5121794, -3.7415626, -0.0747552, -10.282966, -0.94944495, -4.639153, -0.44141537, -2.6249173, -5.8002596, -5.038783, -0.007877566, -0.22674811, -4.443653, -9.8316555, -4.0964584, -9.7361965, -1.3194782, -3.8723674, -2.4125695, -0.48367903, -4.5439014, -0.9636047, -7.583188, -1.5475426, -7.993886, -9.081277, -2.9548643, -0.32399875, -4.3752856, -0.95353264, -0.06685963, -0.35706854, -3.2101789, -3.72231, -11.914584, -0.6944845, -2.6385388, -3.019663, -6.352491, -1.0065598, -0.9929079, -0.0011489544, -0.059175037, -0.37663338, -5.6726027, -0.6344474]"
119,"We teach you how to escape the work consume die cycle. 

Over 200,000 students learning the secrets to wealth creation in real time.

They will leave you behind, unless you join them.

ESCAPE THE MATRIX.

Take the red pill here: https://t.co/P0AAPg5JIC https://t.co/jNqWdc9Byt",-314.39717779507,"[None, -8.736971, -5.370095, -1.8186791, -10.781066, -0.37858453, -0.0013441055, -3.3538952, -6.0716047, -6.4544864, -3.065523, -1.8104091, -0.060622666, -7.512183, -1.8647461, -7.2460313, -15.100518, -11.265397, -2.0069988, -0.8760418, -5.434553, -0.43723848, -2.3345704, -8.873074, -5.5720663, -1.8865346, -0.024084698, -3.6084332, -7.0368085, -3.901913, -3.058512, -1.2709237, -4.9282913, -2.9633524, -3.4724574, -3.3106089, -3.7965257, -0.58490074, -1.193255, -0.28819036, -5.3553977, -3.6006038, -6.6682053, -1.3022447, -3.5947607, -2.650804, -2.7746677, -0.054259866, -1.7528834, -1.1801983, -0.54771686, -0.52600473, -0.12993303, -9.56351, -1.0403898, -0.0754166, -0.4807821, -4.8310876, -0.006083281, -0.0038811993, -1.9395125, -0.53280145, -0.13983025, -5.6893396, -1.4439557, -1.0486165, -0.022029683, -5.9947557, -1.1511918, -1.9939924, -0.0077665043, -2.786382, -0.059100546, -0.8774005, -0.0014917175, -4.6662707, -3.8036685, -4.880473, -7.261377, -4.3464365, -4.000529, -4.082798, -8.12262, -3.6557188, -0.0008396568, -0.0050985413, -0.00028066957, -0.0011172693, -0.0004871615, -4.2687955, -4.44707, -3.8580449, -4.3602552, -8.751265, -4.0041904, -8.219276, -4.082078]"
120,Correct. Learn here: https://t.co/P0AAPg5JIC,-107.00587557229998,"[None, -8.736711, -5.371924, -1.8163619, -10.783155, -0.3785232, -0.001345061, -3.350567, -9.346452, -3.0602708, -8.445579, -6.724552, -2.8710303, -2.9031897, -0.018792415, -1.9699104, -0.059975762, -0.0074331174, -0.0009160169, -4.6615925, -3.8389235, -4.8814344, -7.3305845, -4.289307, -3.9525707, -4.1501613, -8.054613]"
121,"Hey @LloydsBank when the Matrix attacked me you froze my account for zero reason because youre agent controlled scum who believe bad (fake) press = no bank

Unfreeze the account its 3,200,000 pounds and I wanna give it all away on twitter

I dont need it because im a billionaire",-300.5829082103,"[None, -8.736971, -5.370095, -1.8186791, -10.781066, -0.37858453, -0.0013441055, -3.3538952, -10.265951, -7.2989526, -5.18838, -4.9068995, -2.5601864, -0.8863796, -0.5382098, -4.753152, -4.101337, -12.582427, -7.840971, -3.1804788, -3.8195403, -4.8585577, -0.21119879, -0.68577164, -2.5978832, -9.41915, -0.6958345, -5.699517, -1.3120998, -5.4548807, -9.690274, -9.103759, -5.458714, -0.41880015, -3.2000983, -5.4178815, -8.034342, -8.652502, -2.8399827, -0.31402513, -2.3426907, -6.40848, -4.0994577, -4.278719, -5.9713445, -0.011285351, -7.1645236, -5.4802117, -0.41567814, -2.968589, -0.6070375, -6.6889524, -7.5125937, -5.184509, -4.256099, -3.2770631, -0.26389092, -3.7501366, -2.3046281, -1.9617697, -5.4885836, -3.6525717, -0.5593332, -2.5297596, -1.4361523, -4.2011538, -2.900625, -2.4938903, -0.0005881838, -3.083971, -2.9179523, -1.9546998, -0.90702957, -4.3549647, -2.5810523, -1.4925793, -2.6515698]"
122,"dunno why it sounds like I have a lisp. Matrix attack. 

Obvs i dont because im a G",-152.3260114035,"[None, -8.736971, -5.370095, -1.8186791, -10.781066, -0.37858453, -0.0013441055, -3.3538952, -14.637308, -3.0802698, -3.3743787, -2.6692789, -0.61276156, -6.1175003, -3.6241508, -1.9671423, -4.4071326, -0.028781978, -1.5753193, -13.64416, -9.485368, -2.799883, -5.696946, -0.56063753, -2.2488194, -9.642375, -5.6494617, -6.3403006, -3.4950116, -7.5033193, -3.308544, -1.9828236, -7.4337025]"
123,"Fuck it. Everyone who joins https://t.co/8EUCQbL4Y0 also gets 5 chances in the normal draw.

plus 1 chance in the specific real world draw.

200,000 dollars being sent TONIGHT.",-248.92429287210007,"[None, -8.737202, -5.371254, -1.8172826, -10.7836685, -0.37878737, -0.0013472096, -3.3491602, -11.076969, -3.3921883, -1.3753207, -7.7402024, -4.11606, -7.9755244, -11.405601, -0.041851122, -1.921154, -0.07119218, -0.03951849, -0.0018790873, -4.26611, -4.473831, -7.6885467, -4.0543513, -4.146086, -4.213256, -3.908185, -4.1667805, -3.7548916, -5.978809, -1.3003594, -5.172645, -7.938011, -3.114461, -0.7679131, -10.551205, -2.7950778, -0.98147535, -2.8926198, -0.030364871, -11.021825, -3.3425295, -1.8752192, -1.9518071, -0.3053117, -8.131128, -9.144631, -4.7134867, -2.1280794, -0.7561482, -1.1169446, -0.0018193722, -9.400457, -3.597, -0.0946187, -5.781159, -8.170587, -3.6247292, -10.794587, -0.15579396, -0.01666876, -1.0086205]"
124,"Join here: https://t.co/P0AAPg6hya

I will be giving away another 100,000 specifically for members. 

Tonight.",-173.8165761586,"[None, -8.736541, -5.3719406, -1.8173841, -10.7836075, -0.37926033, -0.0013460156, -3.3555372, -11.351641, -8.526574, -3.1118984, -1.9270605, -0.06134236, -1.5035851, -0.013291774, -0.7079816, -0.003584392, -4.744705, -3.8300946, -4.9356003, -6.986332, -4.59655, -3.8581748, -13.2518, -2.376798, -0.0995939, -4.3488445, -3.8264093, -1.8733807, -3.4575775, -0.9731501, -5.2590227, -3.1718671, -1.8998061, -0.017581057, -15.866616, -0.93567973, -5.1992326, -3.4744976, -6.5097556, -2.0218287, -0.2577961, -9.12072, -3.2705863]"
125,"I will give away 100,000 dollars tonight.

Simply retweet and comment below.",-100.36905834389998,"[None, -8.736949, -5.3711357, -1.8183618, -10.782967, -0.37823412, -0.0013443439, -3.3508356, -4.6348224, -3.4182837, -3.9840114, -6.5115366, -5.4826694, -1.7634043, -0.02508409, -3.6050713, -6.747822, -1.2292609, -1.2327595, -0.07966619, -10.0416565, -10.508795, -2.747314, -3.1192703, -2.682137, -2.1156662]"
126,G,-39.4339807242,"[None, -8.737318, -5.371674, -1.8174499, -10.782465, -0.37890482, -0.0013410042, -3.35014, -8.994688]"
127,Agreed.,-45.577967961,"[None, -8.736711, -5.371924, -1.8163619, -10.783155, -0.3785232, -0.001345061, -3.350567, -11.140022, -2.9647775, -1.0345813]"
128,"I made 1.1 million dollars today and spent 135,000 on clothes.

I have 8million dollars of cars being built. Most excited about the Koenigsegg Jesko Attack.

Theres literally nothing to buy with my enormous wealth and im bored so im going to call you all broke for fun.",-260.75449878486006,"[None, -8.736971, -5.370095, -1.8186791, -10.781066, -0.37858453, -0.0013441055, -3.3538952, -4.6542435, -6.1218553, -8.526788, -2.268846, -3.2179892, -0.9676384, -1.8064451, -3.962617, -2.6526682, -3.1566305, -10.435902, -1.3814701, -0.099140644, -1.9766257, -3.655717, -0.92489517, -1.4986619, -0.012017674, -2.279627, -3.034939, -7.162842, -7.8590984, -0.90846354, -4.8226705, -5.59706, -9.78737, -2.8217337, -1.7926419, -6.870294, -8.359779, -0.42323875, -0.64848745, -5.412469, -0.050603848, -0.016414307, -0.008218973, -4.0359244, -0.005521054, -14.571621, -0.87887114, -0.77981746, -0.00042424936, -2.9144382, -7.8878975, -6.7245493, -1.1372778, -3.007873, -3.1141465, -2.5826526, -3.2578177, -10.676455, -1.9497935, -3.6691184, -3.6422813, -2.0536106, -3.633845, -1.4352564, -1.7533194, -0.11995016, -7.9690204, -3.5446575, -1.7833645, -4.8302197, -4.143247, -2.6103084, -0.42448193]"
129,"Anyone who has to lie and say ""5 hours left"" for some bullshit PDF has zero brand strength.

Devaluing themselves like lying whores to beg for pennies.

Theres infinity left because youre a brokie who needs money. Youd never say no to a single dollar.

Be quiet.",-302.5241305533998,"[None, -8.736971, -5.370095, -1.8186791, -10.781066, -0.37858453, -0.0013441055, -3.3538952, -9.304626, -0.36464486, -2.424345, -4.7816644, -4.9089212, -3.9128466, -3.7062795, -3.171855, -9.376612, -5.891359, -5.5925164, -0.49706277, -3.898687, -5.464107, -5.3247533, -11.540075, -4.6570706, -4.298677, -10.194504, -4.6677895, -0.61677617, -1.5709826, -0.027038667, -9.374723, -4.058037, -1.2684448, -6.727639, -3.1058018, -12.238593, -3.996001, -0.013180519, -3.5361965, -5.3371344, -0.4360875, -4.226149, -0.0031672413, -1.0131397, -0.7239588, -0.0012625199, -3.1064358, -7.884672, -11.1141615, -5.29965, -3.0823026, -2.4615805, -3.3753772, -1.8030423, -9.854835, -8.9073105, -3.26417, -4.179535, -2.7136958, -1.016499, -3.4223351, -4.2047563, -3.1002483, -2.5460508, -5.4828095, -0.7197464, -1.3410869, -3.298189, -1.9313675, -0.58500975, -0.62848234, -0.0005822807, -6.5217667, -6.4305315, -1.5545567]"
130,Thinking about it almost constantly lolol.,-80.1302069355,"[None, -8.736971, -5.370095, -1.8186791, -10.781066, -0.37858453, -0.0013441055, -3.3538952, -10.705165, -1.9662602, -2.4502466, -9.324876, -6.5339594, -12.122976, -4.540969, -2.0451198]"
131,"You have wasted years of your life.

Years of wasted thoughts and stupid actions for nothing.

Millions of other people ignored it all completely and lived to the fullest with zero negative effect.

You are low IQ.",-190.20059390339995,"[None, -8.736791, -5.3716297, -1.8166428, -10.781411, -0.3791717, -0.0013438661, -3.3472726, -5.528917, -2.682424, -9.220871, -4.5935526, -1.2347894, -0.59749305, -0.1401586, -1.8696355, -0.985304, -0.074099176, -9.132485, -0.89590955, -3.3440723, -7.2305956, -2.2053201, -7.4931707, -2.4555993, -6.5907965, -1.9632511, -0.2823391, -0.27109355, -0.00044977036, -9.176863, -0.09868662, -0.13047694, -5.210043, -0.8552261, -10.249072, -3.5215259, -3.84672, -6.1140113, -1.5911323, -2.6357782, -4.454354, -2.482122, -0.5877319, -4.51358, -5.4462657, -5.4882803, -3.957417, -0.8593008, -0.28189272, -0.00061156094, -2.402896, -2.1391292, -10.228018, -3.5312314, -1.1716384]"
132,"I think this dude was part of the polygamy. 

Prob wants his Wednesday nights with everyones girlfriend back.

Seems to miss FTX badly.",-202.33181456370002,"[None, -8.736906, -5.3727713, -1.8188986, -10.782329, -0.3792797, -0.0013442237, -3.3547997, -4.633673, -3.2031546, -3.4955144, -9.6150055, -2.2656221, -6.8029046, -0.24506278, -0.6445388, -13.776466, -3.5852828, -5.997059, -0.6373064, -2.4804263, -7.7156105, -1.9914684, -14.258162, -4.3581944, -14.000574, -3.5442648, -3.6749983, -8.34614, -5.2152762, -4.011038, -3.808166, -0.5590474, -1.0700655, -0.55090773, -6.604715, -0.18534997, -2.301239, -6.858521, -13.630418, -4.770764, -6.318028, -0.73052156]"
133,"Some college nerds developed AI so that businessmen could apply it.

School teaches you how to spend years building tools.

The Real World teaches you how to use those tools to get rich.

Do you want to build Lamborghinis, or drive them?

Learn:
https://t.co/8EUCQbL4Y0",-262.4468110101301,"[None, -8.736971, -5.370095, -1.8186791, -10.781066, -0.37858453, -0.0013441055, -3.3538952, -8.3575325, -8.562899, -10.633456, -6.951704, -6.219698, -4.5945315, -1.5771028, -9.217576, -1.4657757, -6.5010133, -0.5723775, -3.0527558, -1.2333087, -0.084557556, -9.279757, -5.8858476, -1.7502236, -1.5792739, -0.03881892, -7.112225, -5.119157, -4.721496, -6.0883393, -3.381044, -1.5774982, -0.008687775, -2.4500008, -6.5646677, -0.058913898, -0.36030233, -0.02607237, -0.27035016, -0.034070056, -0.7305198, -2.1743655, -0.04053392, -1.3259681, -1.9522918, -2.4340534, -0.34591833, -0.13994275, -0.0008536183, -5.6532927, -0.6037339, -1.4679002, -0.15046358, -2.5935647, -12.65586, -0.054378558, -0.13887033, -1.5769591, -0.083199576, -1.3819771, -0.33264485, -0.037473276, -0.21318087, -0.00035871653, -5.458458, -6.732822, -0.6486393, -12.137716, -0.0020069494, -4.064632, -2.1887634, -0.14172883, -0.0005038554, -4.023727, -3.3156974, -8.047196, -4.129795, -3.3945782, -4.4327297, -4.0700994, -4.199366, -3.5983784]"
134,"I will never forgive myself for failure. 

I am absolutely hard on myself. 

I never ever forgive myself. 

Failing is permanent pain. 

For the rest of my human years. 

This is why I never fail.",-179.5281867261,"[None, -8.736678, -5.3697934, -1.819748, -10.781648, -0.3788766, -0.0013456561, -3.3539765, -4.63602, -3.4178405, -3.3735828, -5.115894, -2.5060651, -1.435096, -8.096808, -0.81279933, -5.428384, -0.559464, -2.5221703, -2.7686503, -2.694628, -7.3285475, -8.748077, -0.5717696, -0.07282221, -0.8149649, -1.2026145, -0.10811598, -0.49373406, -0.83708924, -3.6467187, -4.747505, -1.076918, -0.06285133, -1.7242647, -0.40336636, -0.12673613, -0.21429111, -7.531077, -0.53002423, -1.1545334, -10.85018, -5.8966227, -1.0202651, -0.4250695, -0.12365736, -0.14782605, -4.6164937, -4.579845, -2.0757937, -0.017798854, -0.2692703, -10.922964, -5.733119, -3.6543894, -0.31005603, -0.097727396, -0.10899641, -3.8149176, -1.1820436, -3.9244044, -0.34415883, -2.8868704, -1.1477679, -0.17246006]"
